timesteps_total,custom_metrics/game_result/num_pass_attempts_mean,custom_metrics/game_result/num_pass_success_mean,custom_metrics/game_result/score_reward_episode_mean,custom_metrics/game_result/win_percentage_episode_mean,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms
924000,38.74,0.35,-0.09,0.01,0.357350909,3.826481289,0.105315273
926800,42.48,0.33,-0.08,0.01,0.357137638,3.826829397,0.105210932
929600,44.64,0.33,-0.07,0.01,0.357415169,3.825206241,0.105264392
932400,42.86,0.29,-0.07,0,0.358154409,3.823930785,0.10528052
935200,44.84,0.26,-0.07,0,0.357493972,3.823906229,0.105330887
938000,45.78,0.27,-0.06,0,0.358249492,3.821658704,0.105344432
940800,44.85,0.29,-0.06,0.01,0.357638778,3.821761285,0.105246414
943600,42.93,0.24,-0.06,0.01,0.357562616,3.821946894,0.105307239
946400,39.65,0.3,-0.08,0.01,0.358462331,3.82285431,0.105281721
949200,39.26,0.29,-0.08,0.01,0.35753551,3.82371577,0.105214545
952000,38.34,0.29,-0.1,0.01,0.357824757,3.824306599,0.105204643
954800,38.64,0.25,-0.12,0.01,0.357579979,3.825273978,0.105190602
957600,38.29,0.24,-0.14,0,0.357523158,3.825034243,0.105153551
960400,39.23,0.27,-0.15,0,0.35779656,3.822839429,0.105086199
963200,37.05,0.23,-0.14,0,0.357697148,3.821954427,0.105125014
966000,38.88,0.22,-0.17,0,0.358439707,3.819201407,0.105239744
968800,36.82,0.22,-0.14,0,0.35793097,3.817726568,0.105269378
971600,35.56,0.21,-0.12,0,0.357980397,3.817868982,0.105247486
974400,35.66,0.21,-0.12,0,0.358879787,3.818668805,0.105269152
977200,37.46,0.19,-0.1,0,0.359530387,3.817596895,0.105295964
980000,35.04,0.21,-0.06,0,0.359017155,3.818257113,0.105196529
982800,35.83,0.2,-0.07,0,0.359975737,3.818856907,0.105168927
985600,36.38,0.2,-0.07,0,0.359808565,3.818347643,0.105253112
988400,36.86,0.21,-0.07,0.01,0.360649371,3.818123256,0.105190361
991200,35.92,0.2,-0.09,0.01,0.360417112,3.819046842,0.105164359
